2026-01-19T22:12:58+01:00,APPROVED,55.00,Within safe parameters
2026-01-19T22:12:59+01:00,APPROVED,55.00,Within safe parameters
2026-01-19T22:13:01+01:00,APPROVED,55.00,Within safe parameters
2026-01-19T22:13:03+01:00,APPROVED,55.00,Within safe parameters
2026-01-19T22:13:05+01:00,APPROVED,55.00,Within safe parameters
2026-01-19T22:13:07+01:00,APPROVED,55.00,Within safe parameters
2026-01-19T22:13:09+01:00,APPROVED,55.00,Within safe parameters
2026-01-19T22:13:11+01:00,APPROVED,55.00,Within safe parameters
2026-01-19T22:13:13+01:00,APPROVED,55.00,Within safe parameters
2026-01-19T22:13:15+01:00,APPROVED,55.00,Within safe parameters
2026-01-19T22:13:17+01:00,APPROVED,55.00,Within safe parameters
2026-01-19T22:13:19+01:00,APPROVED,55.00,Within safe parameters
2026-01-19T22:13:21+01:00,APPROVED,55.00,Within safe parameters
2026-01-19T22:13:24+01:00,APPROVED,55.00,Within safe parameters
2026-01-19T22:13:25+01:00,APPROVED,55.00,Within safe parameters
2026-01-19T22:13:27+01:00,APPROVED,55.00,Within safe parameters
2026-01-19T22:13:29+01:00,APPROVED,55.00,Within safe parameters
2026-01-19T22:13:32+01:00,APPROVED,55.00,Within safe parameters
2026-01-19T22:13:33+01:00,APPROVED,55.00,Within safe parameters
2026-01-19T22:13:35+01:00,APPROVED,55.00,Within safe parameters
2026-01-19T22:13:37+01:00,APPROVED,55.00,Within safe parameters
2026-01-19T22:13:39+01:00,APPROVED,55.00,Within safe parameters
2026-01-19T22:13:41+01:00,APPROVED,55.00,Within safe parameters
2026-01-19T22:13:43+01:00,APPROVED,55.00,Within safe parameters
2026-01-19T22:13:45+01:00,APPROVED,55.00,Within safe parameters
2026-01-19T22:13:47+01:00,APPROVED,55.00,Within safe parameters
2026-01-19T22:13:49+01:00,APPROVED,55.00,Within safe parameters
2026-01-19T22:13:51+01:00,APPROVED,55.00,Within safe parameters
2026-01-19T22:13:53+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:13:55+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:13:57+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:13:59+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:14:01+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:14:03+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:14:05+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:14:07+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:14:09+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:14:11+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:14:13+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:14:15+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:14:17+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:14:19+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:14:21+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:14:23+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:14:25+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:14:27+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:14:29+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:14:31+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:14:33+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:14:35+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:14:37+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:14:39+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:14:41+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:14:43+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:14:45+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:14:47+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:14:49+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:14:51+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:14:53+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:14:55+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:14:57+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:14:59+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:15:01+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:15:03+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:15:05+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:15:07+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:15:09+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:15:11+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:15:13+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:15:15+01:00,APPROVED,93.48,Within safe parameters
